Id,User,Text,Date,Request,Polarity 
"1338471811550507009","mini_jbr"," PTDRRRRR la seule chose à laquelle t’as pensé ","Mon Dec 14 14:12:02 CET 2020","chose",0 
"1338471796383895553","KevMj23"," En vrai si Giannis prolonge au Bucks le Heat va sûrement tenter quelque chose","Mon Dec 14 14:11:58 CET 2020","chose",2 
"1338471794123169792","NlwnnLennegezh"," C’est exactement ce que j’ai ressenti je ne veux pas d’enfants non plus et je ne pense franchement pas changer d’avis mais le fait de ne plus avoir le choix ça m’a fait quelque chose quand même","Mon Dec 14 14:11:57 CET 2020","chose",4 
"1338471789475860489","thibaultroger1"," Tout le monde nest pas expert technique Il y a des entreprises à qui on vend des services cloud comme quelque chose dindispensable et qui font confiance à la garantie qui est vendu avec","Mon Dec 14 14:11:56 CET 2020","chose",0 
"1338471778918805505","GetSomeLou","N’arrêtes pas encore continues réessaie réinspire toi La plupart des gens réussissent vraiment quelque chose en tenant la longue durée  Tu crées une entreprise  C’est minimum 2 à 3 ans de dure labeur avec des résultats moyens  Courage fonce 💪🏻🔥 ","Mon Dec 14 14:11:54 CET 2020","chose",0 
"1338471764322623488","dooilmrk"," hésite pas à demander c rien de forcer pour ce genre de chose c normal","Mon Dec 14 14:11:50 CET 2020","chose",0 
"1338471764125421570","desousathomas7","  Sa fait un moment que t’a pas connu de belle victoire en football je comprend que tu te contente de pas grand chose mdrr","Mon Dec 14 14:11:50 CET 2020","chose",4 
"1338471751555092480","freesurf973"," Mon avis bizarre il cache  quelque chose","Mon Dec 14 14:11:47 CET 2020","chose",0 
"1338471743598505985","GtnVincent","  Je pense que se serat pas la même chose","Mon Dec 14 14:11:45 CET 2020","chose",4 
"1338471741560135684","brulegueule"," Il en a un en sociologie il me semble ou bien une maîtrise quelque chose comme ça","Mon Dec 14 14:11:45 CET 2020","chose",0 
"1338471738829664257","neeh009"," Pourriezvous sil vous plaît me dire quelque chose sur une fille nommée Junquin dont le membre Trace est là pour elle seule","Mon Dec 14 14:11:44 CET 2020","chose",0 
"1338471704121794560","BenBryant_M","Il a abrégé son discours ou il n’y avait pas grand chose à dire cette année ","Mon Dec 14 14:11:36 CET 2020","chose",0 
"1338471703895281665","yastoche_m","Y en a il t appel mon reuf il te dise plein de chose et à cause d une ou plusieurs personnes tu vois le vrais visage de la personne","Mon Dec 14 14:11:36 CET 2020","chose",0 
"1338471690326650881","zorojuro78","  Si ils ont appelé ma mère pour un rdv mais Moha il l’a arrter avant qu’elle appeles ces parent mdr dû coups chui aller la voir et elle a raconter autre chose 😭","Mon Dec 14 14:11:33 CET 2020","chose",0 
"1338471677538275328","CloeBarge"," Tu lui as qd même piqué son poivre hein en même temps elle voulait pas grand chose","Mon Dec 14 14:11:30 CET 2020","chose",2 
"1338471674539372544","mrfparadis"," Dernière chose que jai entendue ils ne savent pas vraiment encore Ça dépend aussi du vaccin Je nen sais pas plus pour le moment","Mon Dec 14 14:11:29 CET 2020","chose",4 
"1338471645321830402","Mari_Leg","  Bah  Une bonne bouffe un apero qui fait plaisir aux enfants car ils peuvent manger des apericubes et des chips on peut aussi faire un repas de trucs quils aiment ça change un peu du quotidien hard core On fait pas grand chose mais juste dire que cest la fête cest cool","Mon Dec 14 14:11:22 CET 2020","chose",0 
"1338471642645848064","Yayonne11","   Ya pu un crisse de chat qui porte attention à lui depuis longtemps Cest le grandpère de la radio poubelle et du gueulage de nimporte quoi sans lassumer","Mon Dec 14 14:11:21 CET 2020","chose",0 
"1338471612061016066","uzumakirei"," Ohhhhhh je vois bah certainement que dans le côté financemanagement tu auras peutêtre plus de choses diverses à faire que juste en info  Faut penser au fait de estce que ça va pas te faire chier de faire tous les jours la même chose quoi  Ce qui peut être bien avec finance","Mon Dec 14 14:11:14 CET 2020","chose",4 
"1338471589977919489","iambixpen","Enfin je sais pas personnellement il men faut beaucoup pour arrêter de parler à quelquun brutalement et généralement cest à la suite de quelque chose dassez grave pour que la personne puisse sen rendre compte seule","Mon Dec 14 14:11:09 CET 2020","chose",0 
