Id,User,Text,Date,Request,Polarity 
"1338244919471861760","woomintaes","imaginez aux nma 2021 bts sont présents et jk tombe sous le charme de wejdene 😻😻😻","Sun Dec 13 23:10:26 CET 2020","NMA",2 
"1338241736808800256","TiniTiniTiniFR","Aux NMA lannée prochaine 😭 ","Sun Dec 13 22:57:48 CET 2020","NMA",2 
"1338239969782067203","LoveDreamslove"," Jtmmm trop mais wallah ton message au NMA sa se vois t’en avais rien à branler  😂😭😭","Sun Dec 13 22:50:46 CET 2020","NMA",4 
"1338222122066448386","geniustoessel","L’année prochaine je veux la voir aux nma ✨ ","Sun Dec 13 21:39:51 CET 2020","NMA",2 
"1338211035292037121","NMA_LeMag","Il est 2055 🕘 y a 6 ans avait lieu sur T F 1 📺 la 16ème édition des NRJ MUSIC AWARDS 2014 au PALAIS DES FESTIVALS ET DES CONGRÈS de  animé par   📺🎉🎊🎶🏆   ","Sun Dec 13 20:55:48 CET 2020","NMA",4 
"1338210873723277314","NMA_LeMag","Il est 2055 🕘 y a 6 ans avait lieu sur T F 1 📺 la 16ème édition des NRJ MUSIC AWARDS 2014 au PALAIS DES FESTIVALS ET DES CONGRÈS de  animé par   📺🎉🎊🎶🏆   ","Sun Dec 13 20:55:09 CET 2020","NMA",4 
"1338198239187767297","lns_nma"," POUAHAHAHAHAH ALORS TOI","Sun Dec 13 20:04:57 CET 2020","NMA",4 
"1338181900310110210","NMA_LeMag","🗓 Samedi 13 décembre 2014    présentaient LE BEFORE de la 16ème édition des NRJ MUSIC AWARDS 2014 depuis les Marches du PALAIS DES FESTIVALS ET DES CONGRÈS de  sur MY T F 1 📺🎉🎊🎶🏆⤵️   ","Sun Dec 13 19:00:01 CET 2020","NMA",4 
"1338145191547564041","nma_de_bilal","Une icône ","Sun Dec 13 16:34:09 CET 2020","NMA",2 
"1338142315559399427","mptiff","Ma mère est devant le replay des NMA elle pète un plomb pour vitaa et slimane et elle me dit quoi  Jespère amir il va en gagner un  oh non mais elle est pas prête ","Sun Dec 13 16:22:44 CET 2020","NMA",4 
"1338137444714209281","marklee_france","Tout mon stress disparaît quand je suis avec Mark  Mark est un petit frère vraiment amusant 22 🇬🇧🇫🇷 by Saja    © NMAmp4  🌱","Sun Dec 13 16:03:22 CET 2020","NMA",4 
"1338137182884782084","tristanonair","🔥 Petit bestof de mes interviews de ces dernières semaines  artistes des   influenceurs  Merci beaucoup  de votre confiance 🙏🏼  👉🏼             ","Sun Dec 13 16:02:20 CET 2020","NMA",4 
"1338129132291584001","cloe_1517","À cette période les NMA cétait quelque chose 🥺 ","Sun Dec 13 15:30:21 CET 2020","NMA",2 
"1338104298899648512","oziudo","À la Owerri ri nma  ","Sun Dec 13 13:51:40 CET 2020","NMA",2 
"1338087634783133696","NMA_LeMag","Il y a 6 ans à  c’était l’effervescence pour la 16ème édition des NRJ MUSIC AWARDS 2014 vous étiez  Ditesnousle  💬   ","Sun Dec 13 12:45:27 CET 2020","NMA",4 
"1338083364524462085","nma_de_bilal"," merci  ","Sun Dec 13 12:28:29 CET 2020","NMA",4 
"1338078732771332098","AmeliHerlens","Bilal hassani c’est    The voice Kids  L’Eurovision  2Albums  1 réédition  1 Disque d’or   1 Out  1 NMA   1 Olympia Awards   1 Collection de Vêtements   1 Livre   1 Documentaire   1 Tournée   1Collab avec    et surtout BEAUCOUP BCP de Talent  d’amour❤️","Sun Dec 13 12:10:04 CET 2020","NMA",4 
"1338074167443398656","lns_nma","  pareil mdrrrr","Sun Dec 13 11:51:56 CET 2020","NMA",4 
"1338069366592724992","moodyeidyl2","comment ça ya toujours pas la presta de Dadju aux nma sur youtube DONNEZ NON ","Sun Dec 13 11:32:51 CET 2020","NMA",2 
"1338037064143605760","lns_nma"," y’a pas a naître aussi tard par contre","Sun Dec 13 09:24:30 CET 2020","NMA",4 
"1338244919471861760","woomintaes","imaginez aux nma 2021 bts sont présents et jk tombe sous le charme de wejdene 😻😻😻","Sun Dec 13 23:10:26 CET 2020","NMA",2 
"1338241736808800256","TiniTiniTiniFR","Aux NMA lannée prochaine 😭 ","Sun Dec 13 22:57:48 CET 2020","NMA",2 
"1338239969782067203","LoveDreamslove"," Jtmmm trop mais wallah ton message au NMA sa se vois t’en avais rien à branler  😂😭😭","Sun Dec 13 22:50:46 CET 2020","NMA",4 
"1338222122066448386","geniustoessel","L’année prochaine je veux la voir aux nma ✨ ","Sun Dec 13 21:39:51 CET 2020","NMA",2 
"1338211035292037121","NMA_LeMag","Il est 2055 🕘 y a 6 ans avait lieu sur T F 1 📺 la 16ème édition des NRJ MUSIC AWARDS 2014 au PALAIS DES FESTIVALS ET DES CONGRÈS de  animé par   📺🎉🎊🎶🏆   ","Sun Dec 13 20:55:48 CET 2020","NMA",4 
"1338210873723277314","NMA_LeMag","Il est 2055 🕘 y a 6 ans avait lieu sur T F 1 📺 la 16ème édition des NRJ MUSIC AWARDS 2014 au PALAIS DES FESTIVALS ET DES CONGRÈS de  animé par   📺🎉🎊🎶🏆   ","Sun Dec 13 20:55:09 CET 2020","NMA",4 
"1338198239187767297","lns_nma"," POUAHAHAHAHAH ALORS TOI","Sun Dec 13 20:04:57 CET 2020","NMA",4 
"1338181900310110210","NMA_LeMag","🗓 Samedi 13 décembre 2014    présentaient LE BEFORE de la 16ème édition des NRJ MUSIC AWARDS 2014 depuis les Marches du PALAIS DES FESTIVALS ET DES CONGRÈS de  sur MY T F 1 📺🎉🎊🎶🏆⤵️   ","Sun Dec 13 19:00:01 CET 2020","NMA",4 
"1338145191547564041","nma_de_bilal","Une icône ","Sun Dec 13 16:34:09 CET 2020","NMA",2 
"1338142315559399427","mptiff","Ma mère est devant le replay des NMA elle pète un plomb pour vitaa et slimane et elle me dit quoi  Jespère amir il va en gagner un  oh non mais elle est pas prête ","Sun Dec 13 16:22:44 CET 2020","NMA",4 
"1338137444714209281","marklee_france","Tout mon stress disparaît quand je suis avec Mark  Mark est un petit frère vraiment amusant 22 🇬🇧🇫🇷 by Saja    © NMAmp4  🌱","Sun Dec 13 16:03:22 CET 2020","NMA",4 
"1338137182884782084","tristanonair","🔥 Petit bestof de mes interviews de ces dernières semaines  artistes des   influenceurs  Merci beaucoup  de votre confiance 🙏🏼  👉🏼             ","Sun Dec 13 16:02:20 CET 2020","NMA",4 
"1338129132291584001","cloe_1517","À cette période les NMA cétait quelque chose 🥺 ","Sun Dec 13 15:30:21 CET 2020","NMA",2 
"1338104298899648512","oziudo","À la Owerri ri nma  ","Sun Dec 13 13:51:40 CET 2020","NMA",2 
"1338087634783133696","NMA_LeMag","Il y a 6 ans à  c’était l’effervescence pour la 16ème édition des NRJ MUSIC AWARDS 2014 vous étiez  Ditesnousle  💬   ","Sun Dec 13 12:45:27 CET 2020","NMA",4 
"1338083364524462085","nma_de_bilal"," merci  ","Sun Dec 13 12:28:29 CET 2020","NMA",4 
"1338078732771332098","AmeliHerlens","Bilal hassani c’est    The voice Kids  L’Eurovision  2Albums  1 réédition  1 Disque d’or   1 Out  1 NMA   1 Olympia Awards   1 Collection de Vêtements   1 Livre   1 Documentaire   1 Tournée   1Collab avec    et surtout BEAUCOUP BCP de Talent  d’amour❤️","Sun Dec 13 12:10:04 CET 2020","NMA",4 
"1338074167443398656","lns_nma","  pareil mdrrrr","Sun Dec 13 11:51:56 CET 2020","NMA",4 
"1338069366592724992","moodyeidyl2","comment ça ya toujours pas la presta de Dadju aux nma sur youtube DONNEZ NON ","Sun Dec 13 11:32:51 CET 2020","NMA",2 
"1338037064143605760","lns_nma"," y’a pas a naître aussi tard par contre","Sun Dec 13 09:24:30 CET 2020","NMA",4 
"1338145191547564041","nma_de_bilal","Une icône ","Sun Dec 13 16:34:09 CET 2020","nma bilal",2 
"1338083364524462085","nma_de_bilal"," merci  ","Sun Dec 13 12:28:29 CET 2020","nma bilal",4 
"1338078732771332098","AmeliHerlens","Bilal hassani c’est    The voice Kids  L’Eurovision  2Albums  1 réédition  1 Disque d’or   1 Out  1 NMA   1 Olympia Awards   1 Collection de Vêtements   1 Livre   1 Documentaire   1 Tournée   1Collab avec    et surtout BEAUCOUP BCP de Talent  d’amour❤️","Sun Dec 13 12:10:04 CET 2020","nma bilal",4 
"1337907085951049736","daivedidji","Parcours d’Amir   The voice2014  NMA2016 Eurovision2016 Parcours de Bilal Hassani   The Voice Kid  2016  NMA  2019   Eurovision  2019  Parcours    The Voice  2018  NMA  2019   Eurovision  En 2021  ","Sun Dec 13 00:48:01 CET 2020","nma bilal",4 
"1337883136361893893","valtemp96","Cest quoi cette mode Maëva Coucke avait le même haut que Bilal au nma la semaine dernière ","Sat Dec 12 23:12:51 CET 2020","nma bilal",2 
"1337880213867421698","Bebou_Cats","Bilal il a la même robe quune des miss avait au nma ","Sat Dec 12 23:01:14 CET 2020","nma bilal",2 
"1337879612165066752","manon_o3","Bilal il a le même haut que Maeva Coucke aux NMA  j’ai capter direct 🤣 ","Sat Dec 12 22:58:50 CET 2020","nma bilal",4 
"1337712453841539073","AmeliHerlens","Bilal hassani c’est    The voice Kids  L’Eurovision  2Albums  1 réédition  1 Disque d’or   1 Out  1 NMA   1 Olympia Awards   1 Collection de Vêtements   1 Livre   1 Documentaire   1 Tournée   1Collab avec    et surtout BEAUCOUP BCP de Talent  d’amour❤️","Sat Dec 12 11:54:37 CET 2020","nma bilal",4 
"1336803570956591104","avdesmanguiers"," c ce que je te dis il est pas de ce monde mais il a « éduqué » ses fans Bilal Hassani était influenceur ps de ce monde de base ni ses fans il a remporté un nma Valentina qui remporte l’Eurovision junior avec une communauté de 10 ans d’âge moyen ça fait bcp de cas à part😉","Wed Dec 09 23:43:02 CET 2020","nma bilal",4 
"1336549923488206848","jesuisonia"," t’es le grand et moi jsuis boo ","Wed Dec 09 06:55:08 CET 2020","nma bilal",4 
"1336200525390475270","nma_de_bilal"," tu veux pas mettre  elle est daccord ❤️","Tue Dec 08 07:46:45 CET 2020","nma bilal",4 
"1336073069555748866","ticdeticettac","Bonjour Bilal 17 ans qui fait des vidéos sur YouTube et qui chante dans des discothèques  Dans 3 ans tu feras lEurovision un album une tournée tauras un NMA plusieurs autres trophées et des personnes qui taiment même dans dautres pays allez hop ","Mon Dec 07 23:20:17 CET 2020","nma bilal",4 
"1335490408726605826","Ekinorev51","  NMALe prix du public C est LA plus belle consécration pour tout artiste Ravie qu un aussi bel artiste que Bilal bénéficie de cette reconnaissance qu il mérite amplement BRAVO BILALsure qu on ira loin tous les 2Toi et nous 😘😘💜 ","Sun Dec 06 08:45:00 CET 2020","nma bilal",4 
"1335413141807771649","joan_chl","dites vous lannée dernière la révélation francophone de lannée aux  cétait Bilal Hassani là cette année cest Squeezie 💧👄💧","Sun Dec 06 03:37:58 CET 2020","nma bilal",4 
"1335401664539467776","Paulinexbilal","Ça fait vraiment trop plaisir de voir bilal dans la saga des NMA","Sun Dec 06 02:52:22 CET 2020","nma bilal",2 
"1335396146781556736","chaxhsn","Purée dans la saga du show des nma on a revu la perf et le moment où Bilal il gagne et jsuis actuellement en train de pleurer voilà bye je vous souhaite une bonne nuit 🥲","Sun Dec 06 02:30:26 CET 2020","nma bilal",4 
"1335391695161143296","Paulinexbilal","Le fameux moment où Bilal apprend quil a gagné le nma cétait un moment téllement magique 🥺💜 jai encore les larmes aux yeux","Sun Dec 06 02:12:45 CET 2020","nma bilal",2 
"1335391576110092289","pzrfectlou","en larmes parce que bilal qui gagne au nma","Sun Dec 06 02:12:16 CET 2020","nma bilal",2 
"1335388382223065096","Bilalhassaniki1","Bonne nuit Bilal sache quon est super fière de toi tas fais 2 perfs incroyables se soir du grand Bilal Hassani Hate de voire la tournée de CS tu suis le chemin de Rihanna quil ont montraient dans la saga des nma On aime forttttt👑❤ ","Sun Dec 06 01:59:35 CET 2020","nma bilal",4 
"1335387292089937920","ValiTheBilalfan","elle se trouve où la perf des nma de Bilal ","Sun Dec 06 01:55:15 CET 2020","nma bilal",2 
